,method,auc_noisy,elapsed,subproblem,subproblem_id,dataset_id,num_boost_round
274,Permutation (perm_round = 5),0.5111111111111111,1.7313008308410645,classification,2,3,32
275,TotalGain-oob (Saabas),0.4711111111111111,1.1370537281036377,classification,2,3,64
276,TotalGain-oob (Shap),0.4355555555555556,1.1753787994384766,classification,2,3,64
277,TotalGain,0.6222222222222222,2.426771402359009,classification,2,3,64
278,TotalGain (Shap),0.6977777777777778,1.364283800125122,classification,2,3,64
279,Permutation (perm_round = 5),0.5955555555555556,1.8531439304351807,classification,2,3,64
280,TotalGain-oob (Saabas),0.7093333333333333,0.843148946762085,regression,1,0,1
281,TotalGain-oob (Shap),0.8853333333333333,4.553814888000488,regression,1,0,1
282,TotalGain,0.9226666666666666,1.0020606517791748,regression,1,0,1
283,TotalGain (Shap),0.9413333333333334,0.07015800476074219,regression,1,0,1
284,Permutation (perm_round = 5),0.456,4.818685054779053,regression,1,0,1
285,TotalGain-oob (Saabas),0.6933333333333332,0.21853947639465332,regression,1,0,2
286,TotalGain-oob (Shap),0.8666666666666666,0.19802641868591309,regression,1,0,2
287,TotalGain,0.9786666666666666,0.48754167556762695,regression,1,0,2
288,TotalGain (Shap),0.9893333333333333,0.0884253978729248,regression,1,0,2
289,Permutation (perm_round = 5),0.3093333333333334,2.8122217655181885,regression,1,0,2
290,TotalGain-oob (Saabas),0.6973333333333334,2.1193950176239014,regression,1,0,4
291,TotalGain-oob (Shap),0.8653333333333333,0.25158214569091797,regression,1,0,4
292,TotalGain,0.9306666666666668,1.5697147846221924,regression,1,0,4
293,TotalGain (Shap),0.976,0.1567063331604004,regression,1,0,4
294,Permutation (perm_round = 5),0.44399999999999995,2.825070858001709,regression,1,0,4
295,TotalGain-oob (Saabas),0.6933333333333334,0.39078521728515625,regression,1,0,8
296,TotalGain-oob (Shap),0.8746666666666667,16.53041934967041,regression,1,0,8
297,TotalGain,0.8160000000000001,1.3727760314941406,regression,1,0,8
298,TotalGain (Shap),0.9306666666666668,0.2995920181274414,regression,1,0,8
299,Permutation (perm_round = 5),0.24000000000000002,4.770628929138184,regression,1,0,8
300,TotalGain-oob (Saabas),0.752,0.558394193649292,regression,1,0,16
301,TotalGain-oob (Shap),0.9146666666666666,1.079033374786377,regression,1,0,16
302,TotalGain,0.7146666666666666,1.1505625247955322,regression,1,0,16
303,TotalGain (Shap),0.9013333333333333,0.5890803337097168,regression,1,0,16
304,Permutation (perm_round = 5),0.19466666666666665,2.920356273651123,regression,1,0,16
305,TotalGain-oob (Saabas),0.7653333333333334,1.084528923034668,regression,1,0,32
306,TotalGain-oob (Shap),0.9146666666666666,5.0438549518585205,regression,1,0,32
307,TotalGain,0.6613333333333333,4.658919095993042,regression,1,0,32
308,TotalGain (Shap),0.84,1.4168121814727783,regression,1,0,32
309,Permutation (perm_round = 5),0.21066666666666667,2.876415729522705,regression,1,0,32
310,TotalGain-oob (Saabas),0.7653333333333334,2.1075971126556396,regression,1,0,64
311,TotalGain-oob (Shap),0.9013333333333333,2.192253589630127,regression,1,0,64
312,TotalGain,0.6106666666666667,8.844504594802856,regression,1,0,64
313,TotalGain (Shap),0.7760000000000001,3.043977975845337,regression,1,0,64
314,Permutation (perm_round = 5),0.42400000000000004,3.558454990386963,regression,1,0,64
315,TotalGain-oob (Saabas),0.7106666666666666,0.043172597885131836,regression,1,1,1
316,TotalGain-oob (Shap),0.86,0.25162291526794434,regression,1,1,1
317,TotalGain,0.8546666666666667,0.3115823268890381,regression,1,1,1
318,TotalGain (Shap),0.8733333333333333,0.05199766159057617,regression,1,1,1
319,Permutation (perm_round = 5),0.2706666666666667,2.7473742961883545,regression,1,1,1
320,TotalGain-oob (Saabas),0.7106666666666667,0.25375986099243164,regression,1,1,2
321,TotalGain-oob (Shap),0.7053333333333334,0.20616388320922852,regression,1,1,2
322,TotalGain,0.9786666666666667,0.3458840847015381,regression,1,1,2
323,TotalGain (Shap),0.9946666666666666,0.08846426010131836,regression,1,1,2
324,Permutation (perm_round = 5),0.13466666666666666,2.8196916580200195,regression,1,1,2
325,TotalGain-oob (Saabas),0.724,0.2605586051940918,regression,1,1,4
326,TotalGain-oob (Shap),0.7266666666666667,0.28834986686706543,regression,1,1,4
327,TotalGain,0.9786666666666667,0.608483076095581,regression,1,1,4
328,TotalGain (Shap),0.9946666666666667,0.18524622917175293,regression,1,1,4
329,Permutation (perm_round = 5),0.11066666666666669,2.859846830368042,regression,1,1,4
330,TotalGain-oob (Saabas),0.7186666666666667,0.37169408798217773,regression,1,1,8
331,TotalGain-oob (Shap),0.7000000000000001,0.4271233081817627,regression,1,1,8
332,TotalGain,0.9466666666666668,0.7922427654266357,regression,1,1,8
333,TotalGain (Shap),0.9813333333333333,0.3415343761444092,regression,1,1,8
334,Permutation (perm_round = 5),0.2626666666666667,2.8330631256103516,regression,1,1,8
335,TotalGain-oob (Saabas),0.7760000000000001,1.3396110534667969,regression,1,1,16
336,TotalGain-oob (Shap),0.784,0.5703673362731934,regression,1,1,16
337,TotalGain,0.8853333333333333,1.3076376914978027,regression,1,1,16
338,TotalGain (Shap),0.9466666666666668,0.6891436576843262,regression,1,1,16
339,Permutation (perm_round = 5),0.088,3.0749588012695312,regression,1,1,16
340,TotalGain-oob (Saabas),0.7626666666666667,1.4228579998016357,regression,1,1,32
341,TotalGain-oob (Shap),0.768,1.23075270652771,regression,1,1,32
342,TotalGain,0.8426666666666668,2.185974597930908,regression,1,1,32
343,TotalGain (Shap),0.904,1.3658125400543213,regression,1,1,32
344,Permutation (perm_round = 5),0.13066666666666665,3.4069244861602783,regression,1,1,32
345,TotalGain-oob (Saabas),0.6933333333333334,3.878803014755249,regression,1,1,64
346,TotalGain-oob (Shap),0.7040000000000001,3.0432498455047607,regression,1,1,64
347,TotalGain,0.8266666666666667,4.022453546524048,regression,1,1,64
348,TotalGain (Shap),0.8586666666666667,3.175204277038574,regression,1,1,64
349,Permutation (perm_round = 5),0.2346666666666667,3.6252970695495605,regression,1,1,64
350,TotalGain-oob (Saabas),0.7026666666666667,0.0882418155670166,regression,1,2,1
351,TotalGain-oob (Shap),0.884,0.14912128448486328,regression,1,2,1
352,TotalGain,0.9813333333333333,0.3110179901123047,regression,1,2,1
353,TotalGain (Shap),0.9546666666666667,0.054506540298461914,regression,1,2,1
354,Permutation (perm_round = 5),0.11866666666666666,3.0465359687805176,regression,1,2,1
355,TotalGain-oob (Saabas),0.8,0.19821643829345703,regression,1,2,2
356,TotalGain-oob (Shap),0.968,0.19098877906799316,regression,1,2,2
357,TotalGain,0.9973333333333334,1.2505476474761963,regression,1,2,2
358,TotalGain (Shap),0.9973333333333334,0.09555912017822266,regression,1,2,2
359,Permutation (perm_round = 5),0.018666666666666654,2.9609150886535645,regression,1,2,2
360,TotalGain-oob (Saabas),0.9733333333333334,0.2599821090698242,regression,1,2,4
361,TotalGain-oob (Shap),0.9333333333333333,0.29209136962890625,regression,1,2,4
362,TotalGain,1.0,10.494614601135254,regression,1,2,4
363,TotalGain (Shap),0.9973333333333334,0.15690398216247559,regression,1,2,4
364,Permutation (perm_round = 5),0.005333333333333324,3.3702011108398438,regression,1,2,4
365,TotalGain-oob (Saabas),0.9866666666666667,1.492987871170044,regression,1,2,8
366,TotalGain-oob (Shap),0.9413333333333334,0.37058544158935547,regression,1,2,8
367,TotalGain,0.9893333333333333,0.6889846324920654,regression,1,2,8
368,TotalGain (Shap),1.0,0.30646610260009766,regression,1,2,8
369,Permutation (perm_round = 5),0.09066666666666665,3.800628900527954,regression,1,2,8
370,TotalGain-oob (Saabas),0.9573333333333334,0.653470516204834,regression,1,2,16
371,TotalGain-oob (Shap),0.912,0.5907204151153564,regression,1,2,16
372,TotalGain,0.976,1.104184865951538,regression,1,2,16
373,TotalGain (Shap),0.9946666666666667,0.6095016002655029,regression,1,2,16
374,Permutation (perm_round = 5),0.12533333333333335,3.3860723972320557,regression,1,2,16
375,TotalGain-oob (Saabas),0.9359999999999999,1.2094709873199463,regression,1,2,32
376,TotalGain-oob (Shap),0.9093333333333333,1.0710406303405762,regression,1,2,32
377,TotalGain,0.8799999999999999,2.885589599609375,regression,1,2,32
378,TotalGain (Shap),0.9866666666666666,1.473027229309082,regression,1,2,32
379,Permutation (perm_round = 5),0.09066666666666666,3.19741153717041,regression,1,2,32
380,TotalGain-oob (Saabas),0.9200000000000002,3.0709540843963623,regression,1,2,64
381,TotalGain-oob (Shap),0.8720000000000001,2.4942073822021484,regression,1,2,64
382,TotalGain,0.8133333333333334,11.098710298538208,regression,1,2,64
383,TotalGain (Shap),0.96,3.1140034198760986,regression,1,2,64
384,Permutation (perm_round = 5),0.16533333333333333,3.8343112468719482,regression,1,2,64
385,TotalGain-oob (Saabas),0.8066666666666668,0.05527853965759277,regression,1,3,1
386,TotalGain-oob (Shap),0.8253333333333333,0.19124436378479004,regression,1,3,1
387,TotalGain,0.8186666666666668,0.7270035743713379,regression,1,3,1
388,TotalGain (Shap),0.7946666666666667,1.2618210315704346,regression,1,3,1
389,Permutation (perm_round = 5),0.6426666666666666,4.3819684982299805,regression,1,3,1
390,TotalGain-oob (Saabas),0.78,0.2324979305267334,regression,1,3,2
391,TotalGain-oob (Shap),0.8360000000000001,0.21037936210632324,regression,1,3,2
392,TotalGain,0.8586666666666667,0.38806772232055664,regression,1,3,2
393,TotalGain (Shap),0.9066666666666667,0.09871697425842285,regression,1,3,2
394,Permutation (perm_round = 5),0.41200000000000003,3.206800937652588,regression,1,3,2
395,TotalGain-oob (Saabas),0.8853333333333333,4.8901307582855225,regression,1,3,4
396,TotalGain-oob (Shap),0.9146666666666667,0.4122481346130371,regression,1,3,4
397,TotalGain,0.8613333333333333,1.8473310470581055,regression,1,3,4
398,TotalGain (Shap),0.904,0.15957188606262207,regression,1,3,4
399,Permutation (perm_round = 5),0.25866666666666666,2.748753309249878,regression,1,3,4
400,TotalGain-oob (Saabas),0.9226666666666665,2.011460065841675,regression,1,3,8
401,TotalGain-oob (Shap),0.9386666666666666,0.3580892086029053,regression,1,3,8
402,TotalGain,0.832,1.2133142948150635,regression,1,3,8
403,TotalGain (Shap),0.8586666666666667,0.2971820831298828,regression,1,3,8
404,Permutation (perm_round = 5),0.2106666666666667,3.322219133377075,regression,1,3,8
405,TotalGain-oob (Saabas),0.9306666666666665,2.3390660285949707,regression,1,3,16
406,TotalGain-oob (Shap),0.9493333333333333,0.5846188068389893,regression,1,3,16
407,TotalGain,0.8586666666666668,1.1650354862213135,regression,1,3,16
408,TotalGain (Shap),0.8373333333333334,0.5854766368865967,regression,1,3,16
409,Permutation (perm_round = 5),0.09599999999999997,2.9761667251586914,regression,1,3,16
410,TotalGain-oob (Saabas),0.8826666666666667,6.745328426361084,regression,1,3,32
411,TotalGain-oob (Shap),0.9653333333333334,1.102191686630249,regression,1,3,32
412,TotalGain,0.8213333333333334,14.837301254272461,regression,1,3,32
413,TotalGain (Shap),0.8160000000000001,1.3235599994659424,regression,1,3,32
414,Permutation (perm_round = 5),0.13066666666666668,3.3062896728515625,regression,1,3,32
415,TotalGain-oob (Saabas),0.9466666666666668,10.446167469024658,regression,1,3,64
416,TotalGain-oob (Shap),0.9546666666666667,2.813922643661499,regression,1,3,64
417,TotalGain,0.76,14.100516080856323,regression,1,3,64
418,TotalGain (Shap),0.7946666666666667,3.315199613571167,regression,1,3,64
419,Permutation (perm_round = 5),0.06400000000000002,5.794869661331177,regression,1,3,64
420,TotalGain-oob (Saabas),0.5644444444444445,0.14268064498901367,regression,2,0,1
421,TotalGain-oob (Shap),0.768888888888889,0.06346845626831055,regression,2,0,1
422,TotalGain,0.6822222222222223,0.313554048538208,regression,2,0,1
423,TotalGain (Shap),0.7088888888888889,0.03740501403808594,regression,2,0,1
424,Permutation (perm_round = 5),0.691111111111111,2.13596510887146,regression,2,0,1
425,TotalGain-oob (Saabas),0.5955555555555556,0.23419189453125,regression,2,0,2
426,TotalGain-oob (Shap),0.7777777777777778,0.16785717010498047,regression,2,0,2
427,TotalGain,0.5711111111111111,0.27001214027404785,regression,2,0,2
428,TotalGain (Shap),0.6288888888888889,0.15766668319702148,regression,2,0,2
429,Permutation (perm_round = 5),0.6222222222222222,1.265498399734497,regression,2,0,2
430,TotalGain-oob (Saabas),0.49777777777777776,0.22162175178527832,regression,2,0,4
431,TotalGain-oob (Shap),0.6888888888888889,0.2331233024597168,regression,2,0,4
432,TotalGain,0.6177777777777778,0.44767308235168457,regression,2,0,4
433,TotalGain (Shap),0.8133333333333334,0.11006474494934082,regression,2,0,4
434,Permutation (perm_round = 5),0.3911111111111111,1.41115403175354,regression,2,0,4
435,TotalGain-oob (Saabas),0.4355555555555556,0.3517887592315674,regression,2,0,8
436,TotalGain-oob (Shap),0.5644444444444444,0.311387300491333,regression,2,0,8
437,TotalGain,0.528888888888889,0.5334272384643555,regression,2,0,8
438,TotalGain (Shap),0.7822222222222222,0.21457552909851074,regression,2,0,8
439,Permutation (perm_round = 5),0.5244444444444445,1.4458613395690918,regression,2,0,8
440,TotalGain-oob (Saabas),0.47555555555555556,0.5828428268432617,regression,2,0,16
441,TotalGain-oob (Shap),0.5733333333333334,0.5317227840423584,regression,2,0,16
442,TotalGain,0.43111111111111117,1.0910866260528564,regression,2,0,16
443,TotalGain (Shap),0.7022222222222222,0.4139988422393799,regression,2,0,16
444,Permutation (perm_round = 5),0.5688888888888889,1.3453476428985596,regression,2,0,16
445,TotalGain-oob (Saabas),0.47555555555555556,1.727494716644287,regression,2,0,32
446,TotalGain-oob (Shap),0.5688888888888889,0.9018843173980713,regression,2,0,32
447,TotalGain,0.4177777777777778,1.4089629650115967,regression,2,0,32
448,TotalGain (Shap),0.7022222222222222,0.8471856117248535,regression,2,0,32
449,Permutation (perm_round = 5),0.6266666666666667,1.6298551559448242,regression,2,0,32
450,TotalGain-oob (Saabas),0.48444444444444446,1.6271820068359375,regression,2,0,64
451,TotalGain-oob (Shap),0.5688888888888889,1.6323184967041016,regression,2,0,64
452,TotalGain,0.41333333333333333,2.9671053886413574,regression,2,0,64
453,TotalGain (Shap),0.6977777777777778,1.7599985599517822,regression,2,0,64
454,Permutation (perm_round = 5),0.5733333333333333,1.7554972171783447,regression,2,0,64
455,TotalGain-oob (Saabas),0.31333333333333335,0.13498711585998535,regression,2,1,1
456,TotalGain-oob (Shap),0.34444444444444444,3.039421558380127,regression,2,1,1
457,TotalGain,0.6088888888888888,0.30538105964660645,regression,2,1,1
458,TotalGain (Shap),0.5466666666666666,0.03746342658996582,regression,2,1,1
459,Permutation (perm_round = 5),0.4555555555555556,1.2156813144683838,regression,2,1,1
460,TotalGain-oob (Saabas),0.5777777777777778,0.7656903266906738,regression,2,1,2
461,TotalGain-oob (Shap),0.4666666666666667,1.0946052074432373,regression,2,1,2
462,TotalGain,0.4444444444444444,0.32967448234558105,regression,2,1,2
463,TotalGain (Shap),0.37777777777777777,0.06397581100463867,regression,2,1,2
464,Permutation (perm_round = 5),0.3733333333333334,1.3411405086517334,regression,2,1,2
465,TotalGain-oob (Saabas),0.6222222222222222,0.2338883876800537,regression,2,1,4
466,TotalGain-oob (Shap),0.6666666666666666,0.20921850204467773,regression,2,1,4
467,TotalGain,0.3244444444444445,0.3832077980041504,regression,2,1,4
468,TotalGain (Shap),0.37333333333333335,0.11512923240661621,regression,2,1,4
469,Permutation (perm_round = 5),0.47555555555555556,1.3758769035339355,regression,2,1,4
470,TotalGain-oob (Saabas),0.6355555555555555,0.315279483795166,regression,2,1,8
471,TotalGain-oob (Shap),0.6355555555555555,0.3002300262451172,regression,2,1,8
472,TotalGain,0.3688888888888889,0.80100417137146,regression,2,1,8
473,TotalGain (Shap),0.4666666666666667,0.2206132411956787,regression,2,1,8
474,Permutation (perm_round = 5),0.36444444444444446,1.4698247909545898,regression,2,1,8
475,TotalGain-oob (Saabas),0.6755555555555556,0.6291012763977051,regression,2,1,16
476,TotalGain-oob (Shap),0.6888888888888889,0.4774134159088135,regression,2,1,16
477,TotalGain,0.3244444444444444,1.1702029705047607,regression,2,1,16
478,TotalGain (Shap),0.45333333333333337,0.4505646228790283,regression,2,1,16
479,Permutation (perm_round = 5),0.37777777777777777,2.559176445007324,regression,2,1,16
480,TotalGain-oob (Saabas),0.6666666666666667,1.4297173023223877,regression,2,1,32
481,TotalGain-oob (Shap),0.7066666666666666,1.0474638938903809,regression,2,1,32
482,TotalGain,0.28888888888888886,1.6919472217559814,regression,2,1,32
483,TotalGain (Shap),0.4444444444444445,0.9374184608459473,regression,2,1,32
484,Permutation (perm_round = 5),0.47111111111111115,1.440084457397461,regression,2,1,32
485,TotalGain-oob (Saabas),0.6755555555555556,3.6480705738067627,regression,2,1,64
486,TotalGain-oob (Shap),0.7066666666666666,1.5137546062469482,regression,2,1,64
487,TotalGain,0.28888888888888886,4.511047124862671,regression,2,1,64
488,TotalGain (Shap),0.4444444444444445,1.6904337406158447,regression,2,1,64
489,Permutation (perm_round = 5),0.3244444444444444,2.243515968322754,regression,2,1,64
490,TotalGain-oob (Saabas),0.4666666666666667,0.13453912734985352,regression,2,2,1
491,TotalGain-oob (Shap),0.48444444444444446,2.155435562133789,regression,2,2,1
492,TotalGain,0.33111111111111113,0.30754852294921875,regression,2,2,1
493,TotalGain (Shap),0.3711111111111111,0.0509953498840332,regression,2,2,1
494,Permutation (perm_round = 5),0.5022222222222222,1.1910383701324463,regression,2,2,1
495,TotalGain-oob (Saabas),0.6622222222222223,0.542395830154419,regression,2,2,2
496,TotalGain-oob (Shap),0.37777777777777777,0.1986379623413086,regression,2,2,2
497,TotalGain,0.39555555555555555,0.32047080993652344,regression,2,2,2
498,TotalGain (Shap),0.4355555555555556,0.08739018440246582,regression,2,2,2
499,Permutation (perm_round = 5),0.3377777777777778,3.7439470291137695,regression,2,2,2
500,TotalGain-oob (Saabas),0.45333333333333337,0.3074944019317627,regression,2,2,4
501,TotalGain-oob (Shap),0.24000000000000002,0.20886492729187012,regression,2,2,4
502,TotalGain,0.4177777777777778,0.3902151584625244,regression,2,2,4
503,TotalGain (Shap),0.48888888888888893,0.10967421531677246,regression,2,2,4
504,Permutation (perm_round = 5),0.5955555555555556,1.2340755462646484,regression,2,2,4
505,TotalGain-oob (Saabas),0.5422222222222223,2.7869210243225098,regression,2,2,8
506,TotalGain-oob (Shap),0.36888888888888893,0.4409327507019043,regression,2,2,8
507,TotalGain,0.37777777777777777,6.7232654094696045,regression,2,2,8
508,TotalGain (Shap),0.41333333333333333,0.20387959480285645,regression,2,2,8
509,Permutation (perm_round = 5),0.6222222222222222,1.2911229133605957,regression,2,2,8
510,TotalGain-oob (Saabas),0.5377777777777778,12.05821442604065,regression,2,2,16
511,TotalGain-oob (Shap),0.4177777777777778,0.5752384662628174,regression,2,2,16
512,TotalGain,0.32,0.9466981887817383,regression,2,2,16
513,TotalGain (Shap),0.36444444444444446,0.39269042015075684,regression,2,2,16
514,Permutation (perm_round = 5),0.6933333333333334,2.414475202560425,regression,2,2,16
515,TotalGain-oob (Saabas),0.5466666666666666,0.8225269317626953,regression,2,2,32
516,TotalGain-oob (Shap),0.4088888888888889,0.951723575592041,regression,2,2,32
517,TotalGain,0.28,1.4111664295196533,regression,2,2,32
518,TotalGain (Shap),0.39555555555555555,0.9071784019470215,regression,2,2,32
519,Permutation (perm_round = 5),0.5422222222222223,3.6260292530059814,regression,2,2,32
520,TotalGain-oob (Saabas),0.5466666666666666,1.611335039138794,regression,2,2,64
521,TotalGain-oob (Shap),0.38222222222222224,1.5829555988311768,regression,2,2,64
522,TotalGain,0.2711111111111111,2.8391966819763184,regression,2,2,64
523,TotalGain (Shap),0.39555555555555555,1.6629557609558105,regression,2,2,64
524,Permutation (perm_round = 5),0.6311111111111112,2.382842540740967,regression,2,2,64
525,TotalGain-oob (Saabas),0.5022222222222221,0.4347822666168213,regression,2,3,1
526,TotalGain-oob (Shap),0.5111111111111111,0.10905694961547852,regression,2,3,1
527,TotalGain,0.45777777777777784,0.19598746299743652,regression,2,3,1
528,TotalGain (Shap),0.5644444444444445,0.1287217140197754,regression,2,3,1
529,Permutation (perm_round = 5),0.5111111111111111,1.2347254753112793,regression,2,3,1
530,TotalGain-oob (Saabas),0.4488888888888889,1.965667724609375,regression,2,3,2
531,TotalGain-oob (Shap),0.4844444444444445,0.27564167976379395,regression,2,3,2
532,TotalGain,0.3466666666666667,6.674002408981323,regression,2,3,2
533,TotalGain (Shap),0.5022222222222222,0.06339263916015625,regression,2,3,2
534,Permutation (perm_round = 5),0.6444444444444445,1.1921160221099854,regression,2,3,2
535,TotalGain-oob (Saabas),0.4088888888888889,0.4306824207305908,regression,2,3,4
536,TotalGain-oob (Shap),0.48444444444444446,0.2633039951324463,regression,2,3,4
537,TotalGain,0.28,0.39267897605895996,regression,2,3,4
538,TotalGain (Shap),0.4222222222222223,0.11590576171875,regression,2,3,4
539,Permutation (perm_round = 5),0.6,1.608370304107666,regression,2,3,4
540,TotalGain-oob (Saabas),0.4933333333333333,0.3176920413970947,regression,2,3,8
541,TotalGain-oob (Shap),0.36444444444444446,0.3112459182739258,regression,2,3,8
542,TotalGain,0.20888888888888887,0.5260739326477051,regression,2,3,8
543,TotalGain (Shap),0.4,0.21380066871643066,regression,2,3,8
544,Permutation (perm_round = 5),0.52,1.8447999954223633,regression,2,3,8
545,TotalGain-oob (Saabas),0.49333333333333335,1.8022089004516602,regression,2,3,16
546,TotalGain-oob (Shap),0.4577777777777778,0.47778987884521484,regression,2,3,16
547,TotalGain,0.16,0.8145239353179932,regression,2,3,16
548,TotalGain (Shap),0.36000000000000004,0.5608372688293457,regression,2,3,16
549,Permutation (perm_round = 5),0.5866666666666667,1.4422607421875,regression,2,3,16
550,TotalGain-oob (Saabas),0.5466666666666666,2.125746250152588,regression,2,3,32
551,TotalGain-oob (Shap),0.52,0.8470666408538818,regression,2,3,32
552,TotalGain,0.16444444444444445,3.5210654735565186,regression,2,3,32
553,TotalGain (Shap),0.3555555555555555,0.8023691177368164,regression,2,3,32
554,Permutation (perm_round = 5),0.6577777777777778,4.362295627593994,regression,2,3,32
555,TotalGain-oob (Saabas),0.5422222222222222,2.4911625385284424,regression,2,3,64
556,TotalGain-oob (Shap),0.52,1.5383729934692383,regression,2,3,64
557,TotalGain,0.15999999999999998,2.6632683277130127,regression,2,3,64
558,TotalGain (Shap),0.3511111111111111,2.020392656326294,regression,2,3,64
559,Permutation (perm_round = 5),0.6088888888888889,1.8054866790771484,regression,2,3,64
